------------------------------------------------------------------------------
------------------------------------------------------------------------------
RoadGRUB (Road Geometry Reconstruction Utility Basic) 
RECONSTRUCCIÓN DE LA GEOMETRÍA DEL PERFIL LONGITUDINAL 
------------------------------------------------------------------------------
M-607 PK 8+630 al 58+380 (Madrid) - Pendientes MFOM
Tramo : Traza completa
------------------------------------------------------------------------------
DATOS DE LA TRAZA:
Número de puntos     : 4958
Longitud         (m) : 49501.49
Separación media (m) : 9.99
Altitud máxima   (m) : 1259.35
Altitud media    (m) : 876.5
Altitud mínima   (m) : 745.87
Pendiente media      : 0.0102
K global (m)         : 0.01941361
------------------------------------------------------------------------------
PARÁMETROS USADOS EN LA RECONSTRUCCIÓN:
Pendiente límite              : 4.5E-5
Kv límite                     : 22222
Rectas Interpolación (Puntos) : 3
Rectas Interpolación (m)      : 19.97
------------------------------------------------------------------------------
RESULTADO: ERRORES
Error Cuadrático Medio ECM              : 0.203576
Valor absoluto del Error (varianza)     : 0.093694
Valor absoluto del Error (Desv. Típica) : 0.306096
Valor absoluto del Error (media)  (m)   : 0.331546
Valor absoluto del Error (máximo) (m)   : 2.029847
------------------------------------------------------------------------------
RESULTADO: PERFIL LONGITUDINAL RECONSTRUIDO
Número Total de alineaciones       : 360
    Grades                         : 131
    Vertical curves                : 228
    Cuasi grades                   : 1
    Short alignments  (L<50.00 m)  : 30
    Two consecutive grades         : 0
------------------------------------------------------------------------------
------------------------------------------------------------------------------

          SE           ZE           PE            L          K
22450,263022   850,977312     0,044591   129,439469          - GRADE 
22579,702491   856,749147     0,044591    79,849690    -3678,8 VERTICAL CURVE 
22659,552181   859,443144     0,022886   119,664862    -8715,6 VERTICAL CURVE 
22779,217043   861,360263     0,009156   110,371354          - GRADE 
22889,588398   862,370798     0,009156    90,075724    13292,8 VERTICAL CURVE 
22979,664122   863,500700     0,015932   119,611256     6954,6 VERTICAL CURVE 
23099,275378   866,434945     0,033131   139,503051     9014,2 VERTICAL CURVE 
23238,778429   872,136280     0,048607   340,083576          - GRADE 
23578,862006   888,666660     0,048607    89,628952    -4907,1 VERTICAL CURVE 
23668,490958   892,204700     0,030342   249,189140    -5395,3 VERTICAL CURVE 
23917,680098   894,010971    -0,015845    60,050483          - GRADE 
23977,730581   893,059494    -0,015845   119,654193     5211,3 VERTICAL CURVE 
24097,384774   892,537272     0,007116    70,346113     3576,3 VERTICAL CURVE 
24167,730887   893,729701     0,026786    60,050483    12478,2 VERTICAL CURVE 
24227,781370   895,482709     0,031598   389,063252          - GRADE 
24616,844621   907,776501     0,031598    50,278826    -4968,3 VERTICAL CURVE 
24667,123447   909,110824     0,021478   379,634248          - GRADE 
25046,757696   917,264786     0,021478   209,725368     8421,4 VERTICAL CURVE 
25256,483063   924,380841     0,046382   439,060145          - GRADE 
25695,543208   944,745430     0,046382   109,456330    -4060,2 VERTICAL CURVE 
25804,999538   948,346876     0,019424    80,303783    -6534,8 VERTICAL CURVE 
25885,303321   949,413273     0,007135    59,652594    -5122,3 VERTICAL CURVE 
25944,955915   949,491563    -0,004510    60,574066   -10944,6 VERTICAL CURVE 
26005,529980   949,050723    -0,010045   199,608971          - GRADE 
26205,138951   947,045647    -0,010045   179,581232    -5643,2 VERTICAL CURVE 
26384,720183   942,384361    -0,041868   370,163905          - GRADE 
26754,884088   926,886405    -0,041868    99,123015     5275,1 VERTICAL CURVE 
26854,007102   923,667645    -0,023077    69,712169     9326,6 VERTICAL CURVE 
26923,719271   922,319435    -0,015602    69,960299          - GRADE 
26993,679571   921,227886    -0,015602   120,481556    -6640,1 VERTICAL CURVE 
27114,161127   918,255043    -0,033747    39,854279          - GRADE 
27154,015406   916,910084    -0,033747    49,341112    19204,8 VERTICAL CURVE 
27203,356518   915,308356    -0,031178   110,076004     6221,9 VERTICAL CURVE 
27313,432522   912,850157    -0,013486    60,303844    14915,0 VERTICAL CURVE 
27373,736365   912,158812    -0,009443   139,702305          - GRADE 
27513,438670   910,839636    -0,009443    99,550678    -8998,2 VERTICAL CURVE 
27612,989348   909,348916    -0,020506   199,841037    -5877,0 VERTICAL CURVE 
27812,830385   901,853274    -0,054510    79,798990          - GRADE 
27892,629375   897,503444    -0,054510   229,967770     5677,5 VERTICAL CURVE 
28122,597145   889,625354    -0,014005   119,071987     6349,7 VERTICAL CURVE 
28241,669132   889,074203     0,004747    70,913773          - GRADE 
28312,582905   889,410862     0,004747   129,235724   -10357,9 VERTICAL CURVE 
28441,818629   889,218168    -0,007730    79,700841          - GRADE 
28521,519470   888,602119    -0,007730    50,397542     6481,6 VERTICAL CURVE 
28571,917012   888,408502     0,000046    40,347666          - GRADE 
28612,264678   888,410356     0,000046   139,802056   -17934,4 VERTICAL CURVE 
28752,066734   887,871889    -0,007749   459,148303          - GRADE 
29211,215036   884,313845    -0,007749   109,430748   -16683,1 VERTICAL CURVE 
29320,645784   883,106942    -0,014309   180,634578    -8013,8 VERTICAL CURVE 
29501,280362   878,486513    -0,036849   218,965020          - GRADE 
29720,245382   870,417840    -0,036849   120,057463    -5645,7 VERTICAL CURVE 
29840,302845   864,717295    -0,058114    39,854279          - GRADE 
29880,157124   862,401185    -0,058114    59,539151     7913,2 VERTICAL CURVE 
29939,696275   859,165086    -0,050590    60,492625     5061,1 VERTICAL CURVE 
30000,188899   856,466257    -0,038638    60,303844     5162,8 VERTICAL CURVE 
30060,492743   854,488426    -0,026958    59,419047     4309,6 VERTICAL CURVE 
30119,911790   853,296252    -0,013170    90,199502     6250,3 VERTICAL CURVE 
30210,111292   852,759163     0,001261    59,419047     3390,9 VERTICAL CURVE 
30269,530339   853,354706     0,018784   149,996128     5757,0 VERTICAL CURVE 
30419,526467   858,126338     0,044839    50,169729          - GRADE 
30469,696196   860,375900     0,044839    59,571815   -21833,4 VERTICAL CURVE 
30529,268011   862,965773     0,042111   169,997159    -7962,1 VERTICAL CURVE 
30699,265170   868,309665     0,020760   628,836244          - GRADE 
31328,101414   881,364188     0,020760   130,289868    -7986,0 VERTICAL CURVE 
31458,391281   883,006154     0,004445   169,317497    -8171,4 VERTICAL CURVE 
31627,708779   882,004584    -0,016276    59,882018          - GRADE 
31687,590797   881,029964    -0,016276   130,210656     9631,9 VERTICAL CURVE 
31817,801453   879,790832    -0,002757    69,963288     8351,2 VERTICAL CURVE 
31887,764741   879,891002     0,005621    40,347666          - GRADE 
31928,112407   880,117778     0,005621    59,304763   -17151,2 VERTICAL CURVE 
31987,417170   880,348573     0,002163    30,297790          - GRADE 
32017,714961   880,414101     0,002163    59,304763    14133,0 VERTICAL CURVE 
32077,019724   880,666793     0,006359    60,447417     6890,5 VERTICAL CURVE 
32137,467141   881,316318     0,015132    69,354639     4804,9 VERTICAL CURVE 
32206,821780   882,866306     0,029566   120,587101          - GRADE 
32327,408881   886,431569     0,029566   259,095521    -4880,8 VERTICAL CURVE 
32586,504402   887,214924    -0,023519    80,050483   -12733,6 VERTICAL CURVE 
32666,554885   885,080593    -0,029806    70,314217          - GRADE 
32736,869102   882,984836    -0,029806   109,424780    11195,4 VERTICAL CURVE 
32846,293882   880,258129    -0,020032   119,700841     3752,7 VERTICAL CURVE 
32965,994723   879,769410     0,011866   210,189100          - GRADE 
33176,183823   882,263479     0,011866   119,683362    -6829,5 VERTICAL CURVE 
33295,867185   882,634935    -0,005659    50,253968          - GRADE 
33346,121154   882,350572    -0,005659    39,353175    10715,9 VERTICAL CURVE 
33385,474329   882,200151    -0,001986   140,745207     8507,0 VERTICAL CURVE 
33526,219536   883,084903     0,014558    49,847541          - GRADE 
33576,067078   883,810608     0,014558    79,330996   -11138,3 VERTICAL CURVE 
33655,398074   884,683036     0,007436   100,112915    -6775,2 VERTICAL CURVE 
33755,510989   884,687830    -0,007340    40,347666          - GRADE 
33795,858655   884,391664    -0,007340    49,254888    10086,1 VERTICAL CURVE 
33845,113543   884,150382    -0,002457   100,399005     7047,4 VERTICAL CURVE 
33945,512548   884,618866     0,011789   458,607039          - GRADE 
34404,119587   890,025543     0,011789    60,049876   -12574,2 VERTICAL CURVE 
34464,169462   890,590103     0,007014    70,199502   -16929,3 VERTICAL CURVE 
34534,368965   890,936915     0,002867   459,608172          - GRADE 
34993,977137   892,254640     0,002867    59,897417    17144,6 VERTICAL CURVE 
35053,874554   892,531001     0,006361   139,705132     4881,8 VERTICAL CURVE 
35193,579686   895,418652     0,034979    59,754853     8837,8 VERTICAL CURVE 
35253,334539   897,710798     0,041740   160,010975          - GRADE 
35413,345514   904,389627     0,041740    70,050483    18097,5 VERTICAL CURVE 
35483,395997   907,449095     0,045611   159,715325          - GRADE 
35643,111321   914,733798     0,045611    60,250357   -13924,2 VERTICAL CURVE 
35703,361678   917,351497     0,041284    59,617086    -4367,3 VERTICAL CURVE 
35762,978764   919,405786     0,027633   149,598507    -6197,3 VERTICAL CURVE 
35912,577272   921,733996     0,003493   259,890523          - GRADE 
36172,467795   922,641916     0,003493   149,781170    -8646,8 VERTICAL CURVE 
36322,248965   921,867913    -0,013829    99,780094          - GRADE 
36422,029059   920,488095    -0,013829   159,943169    11468,2 VERTICAL CURVE 
36581,972228   919,391639     0,000118   489,242650          - GRADE 
37071,214878   919,449383     0,000118   140,009123    12731,0 VERTICAL CURVE 
37211,224001   920,235782     0,011116    79,350309          - GRADE 
37290,574310   921,117801     0,011116    20,289164     4204,2 VERTICAL CURVE 
37310,863474   921,392283     0,015941   269,331845          - GRADE 
37580,195320   925,685830     0,015941    70,282322   -12810,5 VERTICAL CURVE 
37650,477641   926,613439     0,010455    70,282322   -12217,0 VERTICAL CURVE 
37720,759963   927,146091     0,004702   169,313359          - GRADE 
37890,073322   927,942261     0,004702   199,291475    11073,9 VERTICAL CURVE 
38089,364797   930,672666     0,022699    50,429136          - GRADE 
38139,793933   931,817346     0,022699    89,977311   -13078,8 VERTICAL CURVE 
38229,771244   933,550217     0,015819    60,127620    -4971,3 VERTICAL CURVE 
38289,898864   934,137768     0,003724    99,725600    -4289,5 VERTICAL CURVE 
38389,624464   933,349926    -0,019525   309,669377          - GRADE 
38699,293842   927,303780    -0,019525    70,282322   -16559,4 VERTICAL CURVE 
38769,576163   925,782403    -0,023769   119,068797    -7088,8 VERTICAL CURVE 
38888,644960   921,952296    -0,040566    70,394996          - GRADE 
38959,039957   919,096682    -0,040566   179,766262     6612,8 VERTICAL CURVE 
39138,806219   914,247804    -0,013381    90,083226     4167,3 VERTICAL CURVE 
39228,889445   914,016064     0,008236   348,910155          - GRADE 
39577,799600   916,889638     0,008236   119,748891     8872,6 VERTICAL CURVE 
39697,548490   918,683969     0,021732   109,525831          - GRADE 
39807,074321   921,064226     0,021732    69,954436    -8724,1 VERTICAL CURVE 
39877,028757   922,304034     0,013714    59,840124          - GRADE 
39936,868881   923,124670     0,013714   110,095542     7544,5 VERTICAL CURVE 
40046,964423   925,437806     0,028307   180,027713          - GRADE 
40226,992137   930,533799     0,028307   219,018906    -9725,2 VERTICAL CURVE 
40446,011043   934,267277     0,005786    69,809981          - GRADE 
40515,821024   934,671199     0,005786   129,752712     6552,2 VERTICAL CURVE 
40645,573736   936,706690     0,025589    59,913413          - GRADE 
40705,487149   938,239808     0,025589   160,582623    -6501,5 VERTICAL CURVE 
40866,069772   940,365795     0,000890   149,285579          - GRADE 
41015,355351   940,498588     0,000890    49,497475    17612,5 VERTICAL CURVE 
41064,852825   940,612170     0,003700   110,355746    13181,7 VERTICAL CURVE 
41175,208572   941,482417     0,012072    59,447670     6974,8 VERTICAL CURVE 
41234,656242   942,453400     0,020595   358,865341          - GRADE 
41593,521583   949,844234     0,020595    60,288071   -10883,1 VERTICAL CURVE 
41653,809653   950,918880     0,015055   449,431464          - GRADE 
42103,241117   957,685243     0,015055    50,193605    16562,1 VERTICAL CURVE 
42153,434722   958,516985     0,018086    69,467335     9050,5 VERTICAL CURVE 
42222,902057   960,039972     0,025762    89,823658          - GRADE 
42312,725715   962,353968     0,025762    79,548175    -4618,7 VERTICAL CURVE 
42392,273890   963,718218     0,008538   290,108462          - GRADE 
42682,382352   966,195291     0,008538   159,173270     5977,8 VERTICAL CURVE 
42841,555622   969,673582     0,035166    60,127620     4458,7 VERTICAL CURVE 
42901,683243   972,193451     0,048651   159,853221          - GRADE 
43061,536464   979,970526     0,048651    59,396970    -5940,4 VERTICAL CURVE 
43120,933433   982,563319     0,038653   469,660167          - GRADE 
43590,593601  1000,716868     0,038653    69,296465     9767,7 VERTICAL CURVE 
43659,890065  1003,641162     0,045747   200,134763          - GRADE 
43860,024828  1012,796726     0,045747    90,556756   -11524,6 VERTICAL CURVE 
43950,581585  1016,583642     0,037889    89,348061    -4213,4 VERTICAL CURVE 
44039,929645  1019,021626     0,016683   210,006218          - GRADE 
44249,935863  1022,525252     0,016683   139,876806     5129,4 VERTICAL CURVE 
44389,812669  1026,766074     0,043953   309,653106          - GRADE 
44699,465775  1040,376287     0,043953   140,458043     7836,7 VERTICAL CURVE 
44839,923817  1047,808571     0,061876  1386,795223          - GRADE 
46226,719040  1133,618122     0,061876   199,007068    -5315,3 VERTICAL CURVE 
46425,726108  1142,206489     0,024436    70,049876    -2744,8 VERTICAL CURVE 
46495,775984  1143,024363    -0,001085   199,634250          - GRADE 
46695,410234  1142,807789    -0,001085    69,973592     5107,0 VERTICAL CURVE 
46765,383826  1143,211254     0,012617    99,927506     8512,7 VERTICAL CURVE 
46865,311332  1145,058523     0,024355    90,028011          - GRADE 
46955,339343  1147,251192     0,024355    99,977311     9455,6 VERTICAL CURVE 
47055,316654  1150,214727     0,034929    99,247556          - GRADE 
47154,564209  1153,681319     0,034929    90,657261    -7942,6 VERTICAL CURVE 
47245,221471  1156,330479     0,023515    39,597980          - GRADE 
47284,819450  1157,261613     0,023515   110,406446    13089,5 VERTICAL CURVE 
47395,225897  1160,323410     0,031949   269,050076          - GRADE 
47664,275973  1168,919407     0,031949    50,228126     6062,2 VERTICAL CURVE 
47714,504098  1170,732250     0,040235    59,447670     4984,4 VERTICAL CURVE 
47773,951768  1173,478635     0,052162   140,104931          - GRADE 
47914,056700  1180,786759     0,052162    79,497475    -8657,4 VERTICAL CURVE 
47993,554174  1184,568492     0,042979    40,315018          - GRADE 
48033,869192  1186,301197     0,042979    89,114287    16396,5 VERTICAL CURVE 
48122,983479  1190,373420     0,048414    30,036198          - GRADE 
48153,019677  1191,827596     0,048414   240,001042    -7907,9 VERTICAL CURVE 
48393,020719  1199,805087     0,018065    59,353175          - GRADE 
